name,count,gender
laoueng,1,w
laouratou,1,w
lara,724,w
lara-isabel,1,w
lara-jasmina,1,w
lara-joleen,1,w
lara-josephin,1,w
lara-julie,1,w
lara-lina,1,w
lara-maria,2,w
lara-marie,11,w
lara-michèlle,1,w
lara-raza,1,w
lara-sofia,1,w
lara-sofie,1,w
lara-sophie,13,w
lara-victoria,1,w
larah,1,w
laran,1,m
larbi,2,m
lareen,6,w
larell,1,m
larem,1,w
laren,2,w
lares,2,m
laresa,1,w
largo,1,m
lariba,1,w
laric,1,m
larice,1,w
larie,1,w
larien,1,w
larik,1,m
larimar,1,w
larin,14,w
larina,10,w
larine,2,w
larion,1,m
laris,2,m
larisa,17,w
larisio,1,m
larissa,141,w
larissa-sydney,1,w
larix,1,m
lark,1,m
laron,4,m
larry,2,m
lars,147,m
lars-volker,1,m
larsen,1,m
larson,2,m
larsson,1,m
larus,3,m
laryea,2,m
laryn,2,w
larysa,2,w
laryssa,1,w
lará,1,w
larén,1,w
lasita,1,w
laska,2,w
lasko,2,m
laslo,3,m
lassaad,1,m
lassana,2,m
lasse,232,m
lasse-arthur,1,m
lasse-fenno,1,m
laszlo,14,m
lathgertha,1,w
laticia,2,w
latif,7,m
latif-amin,1,m
latif-lamin,1,m
latifa,12,w
latifa-jonkunda,1,w
latifah,5,w
latifath,1,w
latife,4,w
latika,5,w
latinora,1,w
latinova,2,w
latisha,1,w
latisha-naomi,1,w
lativa,1,w
latizia,3,w
latizio,1,m
latoya,2,w
latrel,1,m
latrell,1,m
lauas,1,m
lauko,1,m
laura,738,w
laura-cheyenne,1,w
laura-christine,1,w
laura-fernanda,1,w
laura-friederike,1,w
laura-jane,2,w
laura-josephine,1,w
laura-kayleigh,1,w
laura-luise,1,w
laura-madeleine,1,w
laura-marie,4,w
laura-mia,1,w
laura-sofie,2,w
laura-sophie,6,w
laura-zoreen,1,w
lauraa,1,w
laurana,1,w
laure,1,w
laure-elisabeth,1,w
laureen,19,w
laureena,2,w
laurel,3,m
laurela,1,w
laurelle,1,w
lauren,12,w
laurena,2,w
laurence,7,w
laurencia,1,w
laurens,18,m
laurent,21,m
laurenthin,1,m
laurentia,4,w
laurentin,6,m
laurentu,1,m
laurenz,52,m
laurenzia,2,w
lauresa,1,w
laureta,1,w
laurette,1,w
laureus,1,m
lauri,27,m
laurice,1,w
laurids,1,m
laurie,4,w
laurin,69,m
laurina,4,w
laurine,5,w
lauris,8,m
laurits,3,m
lauritz,3,m
lauro,2,m
lauryn,3,w
lauréen,1,w
laurênia,1,w
laushan,1,m
lautaro,4,m
lav,3,m
lava,2,w
lavdi,1,m
laven,1,w
lavena,1,w
lavenda,1,w
lavender-june,1,w
lavi,3,m
lavie,4,w
lavigna,1,w
lavin,35,w
lavin-asu,1,w
lavina,1,w
lavina-açelya,1,w
lavinia,35,w
lavinia-lou,1,w
lavinia-nicole,1,w
lavinio,1,m
lavinya,2,w
lavrenia,1,w
lavyne,1,w
lawa,1,w
lawaik,1,m
lawalia,1,w
lawan,1,m
lawand,2,m
lawen,1,m
lawend,1,m
lawi,1,m
lawin,3,w
lawrence,9,m
lawu,1,w
laxmidas,1,m
lay,1,m
laya,16,w
layal,27,w
layali,2,w
layan,42,w
layana,7,w
laye,3,m
layen,1,w
layila-morgan,1,w
layla,83,w
layla-alexis,1,w
layla-alisha,1,w
layla-evàngeline,1,w
layla-jolie,1,w
layla-sanah,1,w
layla-sophie,2,w
laylah,2,w
laylana,1,w
laylani,1,w
layli,1,w
layna,1,w
layne,2,m
layne-conner,1,m
laynie,1,w
layorette,1,w
lays,3,m
layss,1,m
layth,3,m
laython,1,m
layton,2,m
lazar,29,m
lazare,2,m
lazariy,1,m
lazaros,1,m
lazer,1,m
lazlo,2,m
laël,2,w
laëtitia,1,w
laís,1,w
laïna,1,w
lc,1,w
le,30,w
lebron,1,m
lea,856,w
lea-alexandra,1,w
lea-amelie,1,w
lea-amy,1,w
lea-anita,1,w
lea-berçin,1,w
lea-charline,1,w
lea-charlotte,1,w
lea-chayenne,1,w
lea-céline,1,w
lea-elissa,1,w
lea-fabienne,2,w
lea-isabelle,1,w
lea-jamy,1,w
lea-jolie,2,w
lea-jolien,1,w
lea-joline,1,w
lea-josephine,1,w
lea-khaleecia,1,w
lea-leonie,1,w
lea-luisa,2,w
lea-maha,1,w
lea-maria,1,w
lea-marie,11,w
lea-marlene,1,w
lea-maxi,1,w
lea-melody,1,w
lea-michelle,1,w
lea-pia,1,w
lea-rose,1,w
lea-saphira,1,w
lea-sofi,1,w
lea-sophia,1,w
lea-sophie,39,w
lea-su,1,w
lea-sue,1,w
lea-victoria,1,w
leah,111,w
leah-mae,1,w
leah-marie,1,w
leal,3,w
leam,1,m
lean,36,m
lean-kayne,1,m
lean-phill,1,m
leana,40,w
leana-marie,1,w
leanda,3,w
leander,322,m
leander-emilian,1,m
leander-malik,1,m
leandra,73,w
leandro,108,m
leandro-dimitri,1,m
leandro-miguel,1,m
leandro-simeon,1,m
leandros,1,m
leandros-thomas,1,m
leane,1,w
leanie,1,w
leann,5,w
leann-jane,1,w
leanna,2,w
leanne,5,w
leano,26,m
leanor,1,w
leany-angelina,1,w
lear,1,m
leara,1,w
leard,1,m
leart,13,m
leas,1,m
leaticia,1,w
leatitia,1,w
leatizia,1,w
leberecht,1,m
lebga,1,m
lebiehon,1,w
lebnen,1,m
lebron,2,m
lebsia,1,w
lech,3,m
lecheng,1,m
leda,3,w
ledeyna,4,w
ledian,4,m
lediana,1,w
ledina,2,w
ledion,10,m
lediona,2,w
ledjon,1,m
ledor,1,m
ledri,1,m
ledrian,1,m
lee,77,m
lee-ann,4,w
lee-roy,1,m
lee-ryan,1,m
leeann,2,w
leefke,4,w
leela,8,w
leeland,4,m
leele,3,w
leelmo,1,m
leelo,1,w
leeloo,3,w
leelou,5,w
leen,33,w
leen-tara,1,w
leena,7,w
leeni,4,w
leentje,4,w
leeon,1,m
leeroy,13,m
leeroy-sven,1,m
leetice,1,w
leeto,1,m
leeve,4,m
leeven,7,m
leeven-glen,1,m
leevi,42,m
leevi-emilian,1,m
leevin,3,m
leevke,7,w
leevy,1,m
leeyla,1,w
lefter,1,m
legend,1,m
legolas,2,m
legrand,1,m
lehan,1,w
lehana,2,w
lei,1,w
leia,46,w
leia-marie,1,w
leib,1,m
leidi,1,w
leif,43,m
leigh,3,w
leighton,1,w
leila,76,w
leilah,1,w
leilani,24,w
leino-antero,1,m
leire,2,w
leis,1,m
leisha,1,w
leiss,1,m
leith,3,m
leja,4,w
lejan,1,w
lejana,4,w
lejdi,1,w
lejf,1,m
lejla,37,w
lejla-adisa,1,w
lejla-emelie,1,w
lejs,2,m
lekam,1,w
lekha,1,w
lela,11,w
lelah,2,w
lelaina,1,w
leland,8,m
leland-elias,1,m
leland-moris,1,m
lele,8,m
leli,1,w
lelia,12,w
lelija,1,w
lelio,3,m
lelis,1,m
lelou,1,w
lelu,1,w
lemalia,1,w
lemangül,1,w
lemar,1,m
lemayian,1,m
lemi,4,m
lemin,1,m
lemis,1,w
lemmy,9,m
lemoni,2,w
lemonia,1,w
lemuel,4,m
lemâ-mâhrûyân,1,w
len,25,m
len-halvar,1,m
len-livius,1,m
len-luca,1,m
len-pascal,1,m
lena,807,w
lena-anna,1,w
lena-elisa,1,w
lena-jasmin,1,w
lena-loreen,1,w
lena-mai,1,w
lena-maria,2,w
lena-marie,7,w
lena-may,1,w
lena-mia,1,w
lena-shayenne,1,m
lena-sophie,10,w
lena-zeynab,1,w
lenara,1,w
lenard,12,m
lenard-denis,1,m
lenardo,1,m
lenarovič,1,m
lenas,2,m
lenaya,1,w
lendion,1,m
lendita,1,w
lendrit,3,m
lene,107,w
lene-lotte,1,w
lene-marlen,1,w
lene-marlin,1,w
lenea,3,w
lenee,1,w
lenelotte,1,w
lengo,1,m
leni,450,w
leni-charlotte,1,w
leni-madita,1,w
leni-maria,1,w
leni-marie,3,w
leni-mira,1,w
leni-sofie,1,w
leni-sophie,3,w
lenia,38,w
lenia-summer,1,w
lenias,2,m
lenie,6,w
lenin,1,m
lenina,1,w
lenisa,1,w
lenius,3,m
leniya,1,w
lenja,38,w
lenka,10,w
lenka-loreena,1,w
lenkishon,1,m
lenn,34,m
lenn-luca,1,m
lenn-luis,1,m
lenna,2,w
lennard,347,m
lennard-elia,1,m
lennard-emil,1,m
lennard-jayden,1,m
lennard-stephan,1,m
lennard-tristan,1,m
lennardt,6,m
lennart,157,m
lennart-dean,1,m
lennerd,1,m
lennert,16,m
lennet,7,m
lenni,10,m
lennia,3,w
lennie,8,m
lennik,1,m
lennio,1,m
lennis,2,m
lennja,8,w
lenno,2,m
lennon,12,m
lennox,276,m
lennox-constantin,1,m
lennox-dylan,1,m
lennox-etienne,1,m
lennox-florian,1,m
lennox-jerome,1,m
lennox-lamin,1,m
lennox-levis,1,m
lennox-louis,1,m
lennox-luca,1,m
lennox-maurice,1,m
lennox-noel,1,m
lennox-philipp,1,m
lennox-sebastian,1,m
lennox-sheldon,1,m
lennox-tyler,1,m
lennox-tylor,1,m
lenny,98,m
lenny-amani,1,m
lenny-damian,1,m
lenny-jordan,1,m
lenny-lennox,1,m
lenny-tyron,1,m
lennya,5,w
leno,3,m
lenon,1,m
lenora,3,w
lenore,5,w
lenos,1,m
lenox,17,m
lenox-ian,1,m
lentje,2,w
lenurovič,1,m
lenus,1,m
lenuţa,1,w
leny,5,m
leny-laney,1,w
lenya,37,w
lenya-piret,1,w
lenyo,1,m
lenz,16,m
lenz-peter,1,m
leo,660,m
leo-alessandro,1,m
leo-amadeus,1,m
leo-artur,1,m
leo-frederic,1,m
leo-leonard,1,m
leo-luca,1,m
leo-luke,1,m
leo-matteo,1,m
leo-neven,1,m
leo-paul,1,m
leo-yell,1,m
leoderik,1,m
leofina,1,w
leokadia,6,w
leokardia,1,w
leolin,2,m
leolo,2,m
leomaris,1,m
leomir,1,m
leon,1239,m
leon-alexander,2,m
leon-andreas,1,m
leon-anthony,1,m
leon-arthur,1,m
leon-benito,1,m
leon-can,1,m
leon-dean,1,m
leon-domenik,1,m
leon-dominik,1,m
leon-elias,2,m
leon-ezio,1,m
leon-florian,1,m
leon-gabriel,2,m
leon-gino,1,m
leon-jarden,1,m
leon-jason,2,m
leon-joel,1,m
leon-leonhard,1,m
leon-luca,1,m
leon-luis,1,m
leon-luke,1,m
leon-mark,1,m
leon-mathew,1,m
leon-maxim,1,m
leon-maximilian,3,m
leon-mourice,1,m
leon-nicolai,1,m
leon-noel,4,m
leon-pascal,4,m
leon-paul,1,m
leon-sebastian,1,m
leon-sejo,1,m
leon-stefan,2,m
leon-tyler,2,m
leon-viktor,1,m
leona,62,w
leona-sophie,1,w
leonar,3,m
leonara,1,w
leonard,747,m
leonard-harry,1,m
leonard-jakob,1,m
leonard-martin,1,m
leonard-valentin,1,m
leonarda,1,w
leonardo,207,m
leonardo-edosa,1,m
leonardo-emanuel,1,m
leonardo-emilio,1,m
leonardo-john,1,m
leonardo-viktor,1,m
leonardovna,2,w
leonards,1,m
leonardt,3,m
leonardt-nikola,1,m
leonart,3,m
leonas,80,m
leone,5,m
leonel,24,m
leonhard,118,m
leonhardt,8,m
leoni,27,w
leoni-alexa,1,w
leoni-emilia,1,w
leoni-joleen,1,w
leoni-marlin,1,w
leonia,1,w
leonia-lamia,1,w
leonia-leilani,1,w
leonias,1,m
leonid,21,m
leonida,2,w
leonidas,98,m
leonide,1,w
leonidovič,1,m
leonidovna,3,w
leonie,767,w
leonie-alisia,1,w
leonie-antonia,2,w
leonie-daniela,1,w
leonie-emilia,2,w
leonie-fabienne,1,w
leonie-jane,1,w
leonie-jasmin,1,w
leonie-jolie,3,w
leonie-josephine,1,w
leonie-letizia,1,w
leonie-mailin,1,w
leonie-marie,3,w
leonie-mia,2,w
leonie-michelle,1,w
leonie-pauline,1,w
leonie-sophia,3,w
leonie-sophie,10,w
leonie-tiana,1,w
leonik,1,m
leonila,1,w
leonilde,1,w
leonique,1,w
leonis,9,m
leonis-zeqir,1,m
leonit,5,m
leonita,5,w
leonié,1,w
leonnard,1,m
leonnie,1,w
leonor,21,w
leonora,108,w
leonore,62,w
leontin,4,m
leontina,9,w
leontine,7,w
leontino,1,m
leony,8,w
leonárd,1,m
leopard,1,m
leopold,371,m
leopold-arwed,1,m
leopold-levin,1,m
leopoldina,1,w
leopoldine,3,w
leopoldo,1,m
leor,2,m
leora,7,w
leorah,1,w
leorand,1,m
leori,1,m
leoris,1,m
leotrim,2,m
leotrim-dijon,1,m
leqi,1,w
ler,1,w
lera,5,w
lerato,1,w
leroi,2,m
leron,1,m
leroy,28,m
lerroy,1,m
lersan,1,w
les,1,m
lesang,1,w
lesedi,2,m
leska,1,w
lesley,4,w
leslie,8,w
lesly,1,w
lessio,1,m
lession,1,m
lestat,3,m
leszek,4,m
leta,2,w
leticia,67,w
leticija,2,w
leticja,1,w
letifa,1,w
letion,1,m
letizia,64,w
letizia-aurora,1,w
letizia-shay,1,w
letizian,1,m
letizija,1,w
letlotlo,1,w
leto,11,w
letonia,1,w
letti,2,w
letticia,1,w
lettrari,1,m
letty,4,w
letícia,1,w
leuke,1,w
leuno,1,m
leutrim,2,m
lev,40,m
leva,1,w
levan,5,m
levana,4,w
leve,3,m
leveke,1,w
leven,2,m
levenov,1,m
levenova,1,w
levent,40,m
levente,4,m
leventova,1,w
levi,578,m
levi-kommodus,1,m
levi-luke,1,m
levi-noel,1,m
levi-savio,1,m
levia,10,w
leviah,1,w
levian,17,m
levin,252,m
levin-finn,1,m
levin-vince,1,m
levinia,8,w
levinja,1,w
levio,4,m
levis,1,m
levithán,1,m
levius,1,m
levka,1,w
levke,23,w
levken,1,w
levon,12,m
levon-aurel,1,m
levy,24,m
levyan,1,m
levyn,2,m
levzin,1,w
levănuț,1,w
lew,12,m
lewa,1,w
lewan,1,m
lewar,1,m
lewatle,1,m
lewe,4,m
lewechi,1,w
lewend,3,m
lewi,1,m
lewien,1,m
lewin,74,m
lewis,50,m
lewnd,1,m
lewy,1,m
lewyn,1,m
lex,4,m
lexa,3,w
lexany,1,m
lexi,1,w
lexia,1,w
lexian,3,m
lexie,3,w
lexis,2,m
lexleigh,1,m
lexus,2,w
lexy,3,w
leya,28,w
leya-hope,1,w
leyal,1,w
leyan,4,m
leyana,2,w
leyano,1,m
leyc,1,m
leyla,218,w
leyla-idayet,1,w
leyla-jolien,1,w
leyla-luise,1,w
leyla-marie,1,w
leyla-medina,1,w
leyla-mélaine,1,w
leyla-nour,1,w
leyla-rosena,1,w
leyla-sophie,1,w
leyland,1,m
leylani,2,w
leylany,1,w
leyle,1,w
leyli,3,w
leylie,1,w
leyna,7,w
leynie,1,w
leyss,1,m
leyth,3,m
leza,1,w
lezan,1,w
lezhi,1,m
leán,2,m
leïla,3,w
leïs,1,m
león,32,m
león-jamal,1,m
león-yannik,1,m
leónidas,1,m
lhamo,2,w
li,23,w
li-feng,1,m
li-wei,1,w
li-ying,1,w
lia,382,w
lia-aurie,1,w
lia-candice,1,w
lia-helen,1,w
lia-jill,1,w
lia-julie,1,w
lia-lucia,1,w
lia-luise,1,w
lia-marie,5,w
lia-rose,1,w
lia-sofie,1,w
lia-sophia,2,w
lia-sophie,2,w
lia-summer,1,w
liadh,1,w
liah,62,w
liah-josefine,1,w
liah-mileen,1,w
lial,1,w
lialene,1,w
liam,728,m
liam-anthony,1,m
liam-aris,1,m
liam-bosse,1,m
liam-christian,1,m
liam-christopher,1,m
liam-conner,1,m
liam-cyris,1,m
liam-daniel,1,m
liam-dyron,1,m
liam-elias,2,m
liam-elyas,1,m
liam-jack,1,m
liam-james,1,w
liam-joel,1,m
liam-johnston,1,m
liam-leandro,1,m
liam-leven,1,m
liam-levi,1,m
liam-linus,1,m
liam-marcellino,1,m
liam-mayson,1,m
liam-noah,1,m
liam-noel,3,m
liam-oliver,2,m
liam-oskar,1,m
liam-tamilo,1,m
liam-thien,1,m
liam-titus,1,m
liam-tyler,1,m
liam-valentin,1,m
liam-wolfgang,1,m
liam-zayne,1,m
lian,161,m
lian-joel,1,m
lian-mattis,1,m
lian-noel,1,m
lian-roel,1,m
liana,60,w
liana-lany,1,w
liana-milena,1,w
lianda,1,w
liander,1,m
liandra,1,w
liandro,2,m
liane,24,w
liang,1,m
liangyu,1,m
lianh,2,w
lianna,1,w
lianne,2,w
liano,1,m
liara,23,w
lias,109,m
liass,1,m
liat,1,w
liban,1,m
libby,1,w
libea,1,w
libelle,1,w
libera,1,w
liberius,1,m
libero,1,m
libertas,1,w
liberty,2,m
libeth,1,w
libor,1,m
liborio,1,m
liborius,1,m
licia,3,w
licus,1,m
lida,5,w
liddi,1,w
lidia,27,w
lidiana,1,w
lidija,9,w
lidio,1,m
lidiya,1,w
lidiyev,1,m
lidjak,1,w
liduina,1,w
lidya,3,w
lidzio,1,m
lieby,1,w
lief,1,m
lieke,11,w
lieke-emma,1,w
liel,9,w
lielle,9,w
liem,4,m
liem-jeevan,1,m
liemar,1,w
lien,31,w
lien-hoa,1,w
lienard,1,m
lienhard,2,m
lienne,1,w
lientje,5,w
liepa,1,w
liesa,3,w
liesbet,1,w
liesbeth,35,w
lieschen,2,w
liese,17,w
liese-lotte,1,w
liesel,5,w
lieselotta,1,w
lieselotte,87,w
liesl,2,w
lieslotte,1,w
liev,11,m
lieve,1,w
lieven,14,m
liezl,1,w
ließe,1,w
lif,2,w
life,1,w
lifei,1,m
ligar,1,w
ligaya,1,w
lihan,1,m
lihi,1,w
liif,1,w
liin,1,w
liina,2,w
liina-lou,1,w
liis,1,w
lija,1,w
lijam,1,m
lijan,7,m
lijana,10,w
lijas,1,m
lijon,1,m
lijon-etjen,1,m
lika,12,w
likil,1,m
likka,1,w
liko,1,m
likuh,1,w
lil,4,w
lila,40,w
lila-elis,1,w
lila-hakika,1,w
lilah,3,w
lilah-newlook,1,w
lilan,1,w
lilas,4,m
lile,2,w
lilea,1,w
lili,44,w
lilia,80,w
lilia-marie,1,w
liliac,1,m
liliah,1,w
liliam,2,w
lilian,68,w
lilian-ava,1,w
lilian-lucia,1,w
liliana,92,w
liliane,7,w
lilianna,5,w
lilianne,2,w
lilie,2,w
lilien,14,w
lilienne,1,w
liliette,2,w
lilija,4,w
lilijana,4,w
lilith,120,w
lilith-emilia,1,w
lilith-gwendolin,1,w
lilith-joyce,1,w
lilith-marie,2,w
liliya,1,w
liliyanov,1,m
lilja,28,w
liljana,12,w
lill,1,m
lilla,8,w
lille,4,w
lillebror,7,m
lillemor,5,w
lillerose,1,w
lillesol,3,w
lilli,226,w
lilli-charlotte,1,w
lilli-fee,1,w
lilli-fiona,1,w
lilli-margarete,1,w
lilli-marie,2,w
lilli-marija,1,w
lilli-marleen,1,w
lilli-mathilda,1,w
lilli-summer,1,w
lillian,35,w
lillian-grace,1,w
lillian-sophie,1,w
lilliana,11,w
lilliana-charize,1,w
lilliane,2,w
lillianna,1,w
lillibee,1,w
lillie,21,w
lillien,3,w
lillienne,1,w
lilligret,1,w
lillilotta,1,w
lillit,2,w
lillith,16,w
lillith-emmely,1,w
lillja,1,w
lillo,1,w
lilly,520,w
lilly-abigail,1,w
lilly-ann,2,w
lilly-anna,1,w
lilly-annabell,1,w
lilly-annabelle,1,w
lilly-charlotte,1,w
lilly-evangeline,1,w
lilly-fabienne,1,w
lilly-felice,1,w
lilly-fienne,1,w
lilly-fiona,1,w
lilly-grace,1,w
lilly-jane,1,w
lilly-janelle,1,w
lilly-jeanne,1,w
lilly-joan,1,w
lilly-jolina,1,w
lilly-joy,1,w
lilly-luise,1,w
lilly-lynn,1,w
lilly-malou,1,w
lilly-maria,1,w
lilly-marie,4,w
lilly-marisa,1,w
lilly-marleen,1,w
lilly-marlen,2,w
lilly-melina,1,w
lilly-rose,2,w
lilly-sophie,4,w
lilly-sue,1,w
lilly-victoria,1,w
lillyan,1,w
lillyan-melody,1,w
lillyana,2,w
lilo,40,w
lilo-ildiko,1,w
lilou,70,w
lilou-elouise,1,w
lilou-mathilde,1,w
liloú,1,w
lilu,14,w
lily,96,w
lily-angel,1,w
lily-brooke,1,w
lily-henriette,1,w
lily-marleen,1,w
lily-may,1,w
lilya,11,w
lilyaan,1,w
lilyan,11,w
lilyana,6,w
lilyann,1,w
lilyanov,2,m
lilyanova,1,w
lilén,1,w
liló,1,w
lilīth,1,w
lim,1,m
lima,4,w
lima-maria,1,w
limamou,1,m
limar,10,w
limara,1,w
limayra,1,w
limes,1,m
limiao,1,w
limona,1,w
limu,1,m
lin,20,w
lina,861,w
lina-ann,1,w
lina-bell,1,w
lina-elissa,1,w
lina-helene,1,w
lina-leocadia,1,w
lina-li,1,w
lina-lucia,1,w
lina-maria,1,w
lina-marie,9,w
lina-mey,1,w
lina-mia,1,w
lina-mona,1,w
lina-sofia,1,w
lina-sophie,8,w
linabella,1,w
linae-malie,1,w
linah,2,w
linara,1,w
linas,7,m
linastasia,1,w
linay,1,w
linchen,1,w
lincoln,5,m
linda,200,w
linda-maria,1,w
linda-marie,1,w
linda-marleen,1,w
"linda-marlice,",1,w
linda-rose,1,w
lindani,1,m
linde,4,w
linde-melusine,1,w
lindhardt,1,w
lindi,2,w
lindiwe,1,w
lindon,1,m
lindsay,7,w
lindsey,5,w
lindskov,1,m
line,18,w
line-sophie,1,w
linea,28,w
linelle,3,w
lines,1,w
linessa,2,w
linet,1,w
linette,5,w
ling,4,w
linh,90,w
linian,1,m
linja,4,w
linjing,1,w
linn,58,w
linn-madlen,1,w
linna,3,w
linne,2,w
linnea,99,w
linnea-amia,1,w
linnet,2,w
linneá,1,w
linni,2,w
linnie,2,w
linnéa,33,w
linnéa-marie,1,w
linnéus,1,m
lino,91,m
lino-andré,1,m
linoi,1,w
linon,1,m
linos,5,m
linou,3,w
linox,1,m
lintian,1,m
linton,1,m
linuk,1,m
linuoyi,1,w
linus,510,m
linus-gabriel,1,m
linus-gino,1,m
linus-jamain,1,m
linus-john,1,m
linus-leonardo,1,m
linus-matthias,1,m
linus-noël,1,m
linus-valentino,1,m
linuv,1,m
linwood,1,m
linya,3,w
linâ,1,w
linéa,4,w
lio,94,m
lio-even,1,m
lio-matthias,1,m
lioba,19,w
lioh,1,m
lion,99,m
lion-joel,2,m
lion-jörg,1,m
liona,10,w
lionardo,1,m
lionas,1,m
lionel,132,m
lionel-daniel,1,m
lionel-lennox,1,m
lionell,1,m
lionell-jonah,1,m
lioneta,1,w
lionid,1,m
lionie,1,w
lionor,1,m
lior,14,m
liora,20,w
liorah,1,w
liou,1,m
lip,1,m
lipasso,1,m
lipman,1,m
lira,2,w
liran,1,m
lirau,1,m
lirha,1,w
liri,1,w
liria,1,w
lirian,7,m
liridon,5,m
liridona,1,w
lirim,1,m
liriona,1,w
liro,1,m
liron,17,m
lirona,1,w
lis,3,w
lisa,480,w
lisa-amilia,1,w
lisa-freya,1,w
lisa-jolie,1,w
lisa-leonie,1,w
lisa-marie,25,w
lisabet,1,w
lisana,1,w
lisandro,6,m
lisane,1,w
lisann,14,w
lisanna,1,w
lisanne,13,w
lisanne-kira,1,w
lisbet,3,w
lisbeth,86,w
lisbon,1,m
lise,13,w
lisel,1,w
liseli,1,w
liselle,1,w
liselotta,2,w
liselotte,44,w
lisen,1,w
lisette,4,w
lisha,1,w
lishea,1,w
lisian,1,m
lisiane,1,w
lisias,1,m
lisinka,1,w
liska,6,w
liske,1,w
liso,1,w
lison,1,w
lissa,3,w
lissandra,1,w
lissandra-janin,1,w
lissi,3,m
lissi-isabella,1,w
lissy,4,w
lissy-lotte,1,w
lisèlle,1,w
litha,2,w
lithia,1,w
lithos,1,m
lito,1,w
litsa,2,w
liu,5,m
liuandi,1,m
liubov,1,w
liubova,1,w
liuliu,1,w
liuna,1,w
lius,4,m
liutauras,1,m
liv,177,w
liv-fia,1,w
liv-joleen,1,w
liv-marleen,1,w
liv-maya,1,w
liva,36,w
liva-alexia,1,w
liva-yael,1,w
livan,3,m
livana,1,w
livanur,5,w
liven,2,m
livgrete,1,w
livi,4,w
livia,189,w
livia-slata,1,w
livian,2,m
liviana,2,w
livie,1,w
livienne,1,w
livija,1,w
livingston,1,m
livio,3,m
liviu,5,m
liviu-florin,1,m
liviu-petru,1,m
livius,6,m
livli,1,w
livnah,1,w
livvy,1,w
livy,2,w
liwan,1,m
liwen,1,w
liwia,5,w
lixinyi,1,w
liya,94,w
liya-amélie,1,w
liya-lynn,1,w
liya-medina,1,w
liya-sara,1,w
liyah,6,w
liyam,2,m
liyan,17,m
liyana,32,w
liyanna,1,w
liyara,1,w
liyas,1,m
liyo,1,m
liyon,1,m
liyoni,1,w
liyou,1,m
liyu,1,w
liz,33,w
liz-ben,1,w
liz-juline,1,w
liza,19,w
liza-fee,1,w
liza-michelle,1,w
lizan,1,w
lizandro,1,m
lizanne,3,w
lizaveta,1,w
lizet,1,w
lizette-véronique,1,w
lizge,1,w
lizzi,1,w
lizzy,6,w
lizzy-miracle,1,w
liàng,1,m
liám,1,m
liènne,1,w
lién,1,w
liêm,3,m
liên,1,w
ljilja,2,w
ljiljana,9,w
ljoscha,1,m
ljuba,3,w
ljubascha,1,w
ljubica,3,w
ljubika,1,w
ljubinka,3,w
ljubiša,2,m
ljubo,1,m
ljubo-mateo,1,m
ljubomil,1,m
ljubomir,2,m
ljubov,1,w
ljudevit,1,m
ljudmila,1,w
ljupce,1,m
llerena,1,w
llewelyn,1,m
llewyn,3,m
llikman,1,m
lloris,1,m
lloyd,12,m
lluc,2,m
lluis,1,m
lluvia,1,w
lluís,2,m
llyam,1,m
lmar,1,w
lo,2,w
loa,1,w
loai,2,m
loan,7,w
loana,8,w
loana-karin,1,w
loane,1,w
loann,1,m
loanne,1,w
loars,1,m
loay,4,m
lobo,1,m
loc,2,w
locke,1,m
lode,1,m
lodin,2,m
loe,1,w
loepold,1,m
loeschke,1,m
logan,39,m
logan-finley,1,m
logan-tyrese,1,m
lohan,1,m
lohis,1,m
loic,5,m
loik,1,m
loina,2,w
lois,14,w
loisa,1,w
loise,1,w
loita,1,w
loja,2,w
lojayn,1,w
lojein,1,w
lojin,1,w
lojina,1,w
lojong,1,m
lok-yin,1,m
loke,1,m
loken,2,m
loki,45,w
lokman,2,m
lola,103,w
lole,1,w
lolit,1,w
lolita,2,w
lolwa,1,w
lom,1,w
lom-alievna,1,w
lombe,1,w
lomi,1,w
lomineishvili,3,m
lomé,1,m
lona,7,w
londji,1,m
london,1,m
lone,3,w
long,53,m
loni,16,w
lonia,1,w
lonie,1,w
lonisa,1,w
lonita,1,w
lonne,1,w
lonneke,2,w
lonnie,1,w
lonny,1,w
lono,1,m
loona,5,w
loona-amira,1,w
loona-hayley,1,w
looïs,1,m
lophelia,1,w
lora,16,w
loraeva,1,w
loraine,8,w
loran,8,m
loran-amar,1,m
loraya,1,w
lorca,1,w
lorcan,2,m
lord,4,m
lordes,1,m
lore,87,w
loreana,1,w
loredana,6,w
loreen,42,w
loreena,1,w
lorelai,12,w
lorelay,3,w
lorelei,12,w
loreley,16,w
lorelie,2,w
loreliv,1,w
lorella,1,w
loren,6,w
lorena,42,w
lorenco,1,m
lorene,1,w
loreno,1,m
lorens,1,m
lorent,3,m
lorentin,1,m
lorentina,1,w
lorentzo,1,m
lorenz,94,m
lorenza,1,w
lorenze,1,w
lorenzina,1,w
lorenzio,1,m
lorenzo,41,m
loresa,5,w
loresima,1,w
loretta,5,w
lorette,1,w
lori,11,w
lorian,9,m
loriana,1,w
loriane,1,w
lorida,1,w
lorie,3,w
lorijon,1,m
lorik,19,m
lorin,49,w
lorin-beritan,1,w
lorina,3,w
lorine,1,w
lorint,1,m
loris,19,m
lorita,2,w
loriya,1,w
lorién,1,m
lorna,8,w
lorraine,7,w
lorren,1,w
lorri,1,w
lors,1,m
lorya,3,w
